s0	: L(r1,r2)
s104	: J(K!1,Y1~P,Y2~U).L(r1!2,r2).R(X!1,i~on,l!2)
s105	: J(K!1,Y1~P,Y2~U).L(r1,r2!2).R(X!1,i~on,l!2)
s106	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~U).L(r1!4,r2!5).R(X!1,i~on,l!5).R(X!3,i~on,l!4).S(DD,PH,SH2!2)
s107	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~U).L(r1!4,r2!5).R(X!3,i~on,l!5).R(X!1,i~on,l!4).S(DD,PH,SH2!2)
s108	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~U).L(r1!4,r2!5).R(X!1,i~on,l!5).R(X!3,i~on,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s109	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~U).L(r1!4,r2!5).R(X!3,i~on,l!5).R(X!1,i~on,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s110	: J(K!1,Y1~P,Y2~U).J(K!2,Y1~P,Y2~U).L(r1!3,r2!4).R(X!1,i~on,l!4).R(X!2,i~on,l!3)
s111	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD,PH,SH2!2).S(DD,PH,SH2!4)
s112	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!4).S(DD!7,PH,SH2).S(DD,PH,SH2!2)
s113	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~P).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X!3,i~off,l!4).S(DD,PH,SH2!2)
s114	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2).S(DD,PH,SH2!4)
s115	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!8,PH,SH2!4).S(DD!7,PH,SH2).S(DD!8,PH,SH2)
s116	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~P).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X!3,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s117	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~P).L(r1!4,r2!5).R(X!3,i~off,l!5).R(X!1,i~off,l!4).S(DD,PH,SH2!2)
s118	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~P).L(r1!4,r2!5).R(X!3,i~off,l!5).R(X!1,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s119	: J(K!1,Y1~P,Y2~P).J(K!2,Y1~P,Y2~P).L(r1!3,r2!4).R(X!1,i~off,l!4).R(X!2,i~off,l!3)
s120	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~U).R(X!1,i~off,l).S(DD!4,PH,SH2!2).S(DD!4,PH,SH2!3)
s121	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~U).L(r1!4,r2).R(X!1,i~off,l!4).S(DD!5,PH,SH2!2).S(DD!5,PH,SH2!3)
s122	: J(K!1,Y1~P!2,Y2~P).R(X!1,i~off,l).S(DD,PH,SH2!2)
s123	: J(K!1,Y1~P!2,Y2~P).L(r1!3,r2).R(X!1,i~off,l!3).S(DD,PH,SH2!2)
s124	: J(K!1,Y1~P!2,Y2~P).R(X!1,i~off,l).S(DD!3,PH,SH2!2).S(DD!3,PH,SH2)
s125	: J(K!1,Y1~P!2,Y2~P).L(r1!3,r2).R(X!1,i~off,l!3).S(DD!4,PH,SH2!2).S(DD!4,PH,SH2)
s126	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~U).L(r1,r2!4).R(X!1,i~off,l!4).S(DD!5,PH,SH2!2).S(DD!5,PH,SH2!3)
s127	: J(K!1,Y1~P!2,Y2~P).L(r1,r2!3).R(X!1,i~off,l!3).S(DD,PH,SH2!2)
s128	: J(K!1,Y1~P!2,Y2~P).L(r1,r2!3).R(X!1,i~off,l!3).S(DD!4,PH,SH2!2).S(DD!4,PH,SH2)
s129	: J(K,Y1~P!1,Y2~U).J(K,Y1~P!2,Y2~U).S(DD!3,PH,SH2!2).S(DD!3,PH,SH2!1)
s130	: J(K,Y1~P!1,Y2~P).S(DD,PH,SH2!1)
s131	: J(K,Y1~P!1,Y2~P).S(DD!2,PH,SH2!1).S(DD!2,PH,SH2)
s132	: J(K,Y1~P!1,Y2~P).J(K,Y1~P!2,Y2~U).S(DD!3,PH,SH2!2).S(DD!3,PH,SH2!1)
s133	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~U).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2!3)
s134	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~U).L(r1!4,r2!5).R(X!1,i~off,l!4).R(X,i~off,l!5).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2!3)
s135	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~U).J(K,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s136	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~U).J(K,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!3,i~off,l!6).R(X!1,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s137	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~U).J(K,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s138	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~U).J(K,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!3,i~off,l!6).R(X!1,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s139	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~P).J(K,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!3,i~off,l!6).R(X!1,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s140	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~P).J(K,Y1~P!4,Y2~U).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s141	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~U).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s142	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~U).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!3,i~off,l!6).R(X!1,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s143	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~P).R(X!1,i~off,l).S(DD!4,PH,SH2!2).S(DD!4,PH,SH2!3)
s144	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~P).L(r1!4,r2).R(X!1,i~off,l!4).S(DD!5,PH,SH2!2).S(DD!5,PH,SH2!3)
s145	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~P).L(r1,r2!4).R(X!1,i~off,l!4).S(DD!5,PH,SH2!2).S(DD!5,PH,SH2!3)
s146	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~P).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2!3)
s147	: J(K!1,Y1~P!2,Y2~U).J(K,Y1~P!3,Y2~P).L(r1!4,r2!5).R(X!1,i~off,l!4).R(X,i~off,l!5).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2!3)
s148	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~U).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s149	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P,Y2~U).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!3,i~off,l!6).R(X!1,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s150	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~U).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s151	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~U).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!3,i~off,l!6).R(X!1,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s152	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~P).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!3,i~off,l!6).R(X!1,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s153	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~U,Y2~P).J(K,Y1~P!4,Y2~P).L(r1!5,r2!6).R(X!1,i~off,l!6).R(X!3,i~off,l!5).S(DD!7,PH,SH2!2).S(DD!7,PH,SH2!4)
s154	: J(K!1,Y1~P!2,Y2~P).L(r1!3,r2!4).R(X!1,i~off,l!4).R(X,i~off,l!3).S(DD,PH,SH2!2)
s155	: J(K!1,Y1~P!2,Y2~P).L(r1!3,r2!4).R(X!1,i~off,l!3).R(X,i~off,l!4).S(DD,PH,SH2!2)
s156	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~P,Y2~U).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X!3,i~off,l!4).S(DD,PH,SH2!2)
s157	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~P,Y2~U).L(r1!4,r2!5).R(X!3,i~off,l!5).R(X!1,i~off,l!4).S(DD,PH,SH2!2)
s158	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~P).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X!3,i~off,l!4).S(DD,PH,SH2!2)
s159	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~P).L(r1!4,r2!5).R(X!3,i~off,l!5).R(X!1,i~off,l!4).S(DD,PH,SH2!2)
s160	: J(K!1,Y1~P!2,Y2~P).L(r1!3,r2!4).R(X!1,i~off,l!4).R(X,i~off,l!3).S(DD!5,PH,SH2!2).S(DD!5,PH,SH2)
s161	: J(K!1,Y1~P!2,Y2~P).L(r1!3,r2!4).R(X!1,i~off,l!3).R(X,i~off,l!4).S(DD!5,PH,SH2!2).S(DD!5,PH,SH2)
s162	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~P,Y2~U).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X!3,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s163	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~P,Y2~U).L(r1!4,r2!5).R(X!3,i~off,l!5).R(X!1,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s164	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~P).L(r1!4,r2!5).R(X!1,i~off,l!5).R(X!3,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s165	: J(K!1,Y1~P!2,Y2~P).J(K!3,Y1~U,Y2~P).L(r1!4,r2!5).R(X!3,i~off,l!5).R(X!1,i~off,l!4).S(DD!6,PH,SH2!2).S(DD!6,PH,SH2)
s166	: J(K!1,Y1~P!2,Y2~P).J(K,Y1~P!3,Y2~U).R(X!1,i~off,l).S(DD!4,PH,SH2!3).S(DD!4,PH,SH2!2)
s167	: J(K!1,Y1~P!2,Y2~P).J(K,Y1~P!3,Y2~U).L(r1!4,r2).R(X!1,i~off,l!4).S(DD!5,PH,SH2!3).S(DD!5,PH,SH2!2)
s168	: J(K!1,Y1~P!2,Y2~P).J(K,Y1~P!3,Y2~U).L(r1,r2!4).R(X!1,i~off,l!4).S(DD!5,PH,SH2!3).S(DD!5,PH,SH2!2)
s169	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P!4,Y2~U).J(K,Y1~P!5,Y2~U).L(r1!6,r2!7).R(X!1,i~off,l!7).R(X!3,i~off,l!6).S(DD!8,PH,SH2!5).S(DD!8,PH,SH2!4).S(DD,PH,SH2!2)
s170	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P!4,Y2~U).J(K,Y1~P!5,Y2~U).L(r1!6,r2!7).R(X!3,i~off,l!7).R(X!1,i~off,l!6).S(DD!8,PH,SH2!5).S(DD!8,PH,SH2!4).S(DD,PH,SH2!2)
s171	: J(K!1,Y1~P!2,Y2~U).J(K!3,Y1~P!4,Y2~U).J(K,Y1~P!5,Y2~U).L(r1!6,r2!7).R(X!1,i~off,l!7).R(X!3,i~off,l!6).S(DD!8,PH,SH2!2).S(DD!9,PH,SH2!5).S(DD!9,PH,SH2!4).S(DD!8,PH,SH2)
